"자치구","대여소명","기준년월","대여건수","반납건수"
"도봉구","1767.방학초등학교 앞","202408","1760","2009"
"도봉구","1768.신동아타워 버스정류소","202408","634","635"
"도봉구","1770.도봉한신아파트 주변","202408","998","1013"
"도봉구","1771.성원APT버스정류소","202408","761","613"
"도봉구","1772.시립도봉노인복지관 버스정류소","202408","897","805"
"도봉구","1774.정의여중고 버스정류소","202408","396","395"
"마포구","155. 가좌역1 번출구 앞","202408","1317","1326"
"도봉구","1775.신원리베르텔 앞","202408","984","900"
"강북구","1550.삼각산아이원아파트(105동 옆)","202408","199","7"
"강북구","1551.4.19탑 앞","202408","727","431"
"강북구","1552. 강북구청사거리","202408","1514","1510"
"강북구","1553.서울북부고용노동지청","202408","787","858"
"강북구","1554.번동사거리","202408","546","499"
"강북구","1557.신창교","202408","925","961"
"마포구","156. 서울서부지방법원 앞","202408","1038","1211"
"강북구","1558.강북문화정보도서관","202408","371","275"
"강북구","1560. 도봉세무서 앞","202408","1045","1048"
"강북구","1564.4.19민주묘지역 1번출구","202408","808","784"
"강북구","1565.수유사거리","202408","1370","1358"
"강북구","1568.4.19민주묘지 입구사거리","202408","633","660"
"강북구","1569.수유역2번출구","202408","3360","3358"
"마포구","157. 애오개역 4번출구 앞","202408","1824","1903"
"마포구","488.푸르메병원","202408","1758","1745"
"마포구","489.구룡근린공원","202408","436","299"
"마포구","490.가온문화공원","202408","1634","1638"
"마포구","491.월드컵파크 4단지","202408","427","375"
"마포구","493.홍대입구역 6번출구","202408","1633","1628"
"마포구","494.신수동주민센터","202408","349","348"
"마포구","495.염리초등학교 앞","202408","1270","1447"
"마포구","497.합정동주민센터 앞","202408","2461","1867"
"마포구","498.연남동주민센터 앞","202408","2997","3037"
"서대문구","159. 이대역 4번 출구","202408","301","224"
"마포구","3002.벽산상암스마트큐브 ","202408","3672","3727"
"마포구","3003.래미안신공덕3차아파트","202408","113","67"
"마포구","3005.마포구청 청사내","202408","309","307"
"마포구","3006. 상암월드컵파크5단지(상암중학교)","202408","692","630"
"마포구","3007.MBC 앞","202408","840","844"
"마포구","3008.DMC역7번출구","202408","802","608"
"마포구","3009. 홍대입구역 사거리","202408","1837","1916"
"마포구","3010.홍대입구역 3번출구","202408","3943","3936"
"서대문구","160. 북아현동 가구거리","202408","529","343"
"용산구","848. 삼각지12번 출구","202408","571","571"
"용산구","849. 삼각지 자이아파트","202408","1444","1506"
"용산구","850. KCC용산월츠타워 ","202408","564","609"
"용산구","851.효창 푸르지오 앞","202408","403","163"
"용산구","852. 청암자이아파트 앞","202408","1003","856"
"용산구","853.용산역 맞은편","202408","3979","3982"
"용산구","854.HID 유족동지회 앞","202408","156","78"
"용산구","855.이촌역5번출구 앞","202408","239","227"
"서대문구","161. 무악재역1번 출구","202408","230","219"
"용산구","857. 현대 안성타워","202408","299","108"
"용산구","858.녹사평역3번 출구","202408","139","95"
"용산구","859.남산공원 야외식물원 앞","202408","132","61"
"용산구","860.LG한강 자이아파트 앞","202408","1197","1258"
"용산구","863.이촌역2번 출구","202408","339","329"
"용산구","864.순천향대학병원(한남오거리)","202408","791","806"
"서대문구","162. 봉원고가차도 밑","202408","754","247"
"용산구","866.브라운스톤 남산아파트","202408","519","363"
"용산구","867.서빙고역 광장(1번출구)","202408","409","434"
"서대문구","3109.북한산더? 106동 앞","202408","340","327"
"서대문구","3110.홍은 현대아이파크 아파트 202동 앞","202408","772","803"
"서대문구","3111.무악재역 4번 출구","202408","238","227"
"서대문구","3114.충정로역 3번 출구","202408","392","286"
"서대문구","3113. 독립문 앞","202408","525","499"
"마포구","120. 신수동 사거리","202408","701","809"
"서대문구","163. 명지전문대학교 정문 앞","202408","386","388"
"서대문구","3115.북아현 치안센터 인근","202408","1148","1065"
"서대문구","3116.신촌역 4번출구","202408","683","679"
"서대문구","3117.이화여대 인문관 인근","202408","191","170"
"서대문구","3119.연희 브라운스톤 아파트 앞","202408","1752","1761"
"서대문구","3120.DMC엘가아파트 앞","202408","1430","1383"
"서대문구","3121.가좌삼거리","202408","1319","1324"
"서대문구","3122.북가좌삼거리2","202408","839","804"
"서대문구","3123.DMC파크뷰자이1단지 110동 앞","202408","1075","1074"
"서대문구","164. 북가좌1동 주민센터 ","202408","443","392"
"서대문구","3125.연희파크푸르지오아파트 앞","202408","1230","1361"
"서대문구","3126.남가좌동 제2공영주차장","202408","233","215"
"서대문구","3127.홍은2파출소 옆","202408","751","804"
"서대문구","3128.동신병원 맞은편","202408","1379","1389"
"서대문구","3129.DMC래미안e편한세상203동옆","202408","826","808"
"서대문구","3130.가재울사거리","202408","812","530"
"서대문구","3131.연가교 교차로","202408","1056","990"
"서대문구","3132.홍제교","202408","718","726"
"서대문구","3134.SK리쳄블(서울아리수본부)","202408","517","474"
"서대문구","165. 중앙근린공원","202408","1292","1071"
"성북구","1379.길음뉴타운푸르지오아파트 3단지","202408","444","5"
"성북구","1380.월곡역 5번출구 앞","202408","1681","2089"
"성북구","1381.석계역 4번출구 뒤","202408","2165","2124"
"성북구","1384.성신여대입구역 5번출구","202408","1532","1554"
"성북구","1385.성신여대입구역 3번출구 앞","202408","1916","1966"
"성북구","1386.동선고가차도 초입","202408","415","408"
"성북구","1388. 돈암초교입구 버스정류장(한성대입구역 방면)","202408","661","670"
"서대문구","166. 가재울 초등학교","202408","1967","1975"
"성북구","1390.석관래미안아트리치","202408","1490","1812"
"성북구","1391.성북청소년센터","202408","660","656"
"성북구","1392.돈암삼성풍림아파트","202408","344","16"
"성북구","1393.돈암육교 하단","202408","345","75"
"성북구","1394.길음뉴타운 래미안9단지","202408","759","711"
"성북구","1395.래미안장위포레카운티(102동)","202408","1121","1183"
"성북구","1396.래미안장위퍼스트하이(513동)","202408","1277","1630"
"용산구","869.노들섬 동측 앞","202408","388","387"
"서대문구","167. 연가초등학교 옆","202408","627","118"
"용산구","870.노들섬 서측 앞","202408","2860","2940"
"은평구","973.제각말푸르지오 5-1단지 아파트","202408","209","86"
"은평구","974.연신초등학교옆 마을마당","202408","158","91"
"은평구","975.백련산 힐스테이트상가앞","202408","633","163"
"은평구","976.진관고등학교앞","202408","780","815"
"은평구","977.신도중학교앞","202408","195","41"
"은평구","978.녹번 힐스테이트상가앞","202408","238","140"
"은평구","979.원풍빌라앞","202408","717","657"
"은평구","982. 녹번초등학교(서오릉로)","202408","1147","1183"
"은평구","984.상신초등학교앞 버스정류장","202408","1287","1310"
"은평구","985. 은평세무서 버스정류장(은평구청 방면)","202408","1676","1687"
"은평구","989. 신응교(가좌로) 앞","202408","1489","2069"
"은평구","991.흥국사 정류장","202408","184","197"
"서대문구","169. 북가좌 삼거리","202408","478","424"
"은평구","992.북한산입구 정류장","202408","148","152"
"은평구","993.은평뉴타운 은뜨락아파트앞","202408","429","219"
"은평구","994.북한산생태공원입구(교통섬)","202408","294","268"
"은평구","995.은평다목적체육관","202408","523","431"
"은평구","996.응암역2번출구 국민은행 앞","202408","4213","5547"
"동대문구","665.이문동 쌍용아파트 정문","202408","792","942"
"동대문구","666.이문대성유니드아파트 앞","202408","897","919"
"동대문구","667.청량차도 육교 밑","202408","545","452"
"동대문구","668.서울축산농협(장안지점)","202408","3905","4246"
"동대문구","669.청계한신휴플러스앞 삼거리","202408","1821","1857"
"서대문구","170. DMC파크뷰자이아파트 302동 앞","202408","1162","1171"
"동대문구","670.삼육서울병원 버스정류장","202408","3823","3997"
"동대문구","671.대광빌딩","202408","685","735"
"동대문구","672.대광고등학교","202408","973","1002"
"동대문구","673.안암골벽산아파트(후문)","202408","1068","1061"
"동대문구","674.고대앞사거리 교통섬","202408","1272","1143"
"동대문구","676.FITI시험연구원 앞","202408","953","960"
"동대문구","678.장안힐스테이트(아) 앞","202408","2100","2489"
"동대문구","679.전농SK아파트 앞","202408","331","281"
"서대문구","171. 임광빌딩 앞","202408","789","827"
"동대문구","680.꿈마루어린이도서관 앞","202408","1583","1524"
"동대문구","681.서울특별시 동부교육지원청(육교)","202408","312","297"
"중랑구","1461.동양엔파트 앞","202408","1273","1277"
"중랑구","1462.동부시장 북문 앞","202408","2270","2367"
"중랑구","1463.중랑구민회관","202408","374","337"
"중랑구","1464.중화역 4번출구","202408","1166","1175"
"중랑구","1466.두산대림아파트 삼거리","202408","632","693"
"중랑구","1467.sk신내 주유소앞(용마산로)","202408","376","392"
"중랑구","1468.먹골역 7번 출구","202408","1035","1164"
"중랑구","1469.먹골역 4번출구","202408","1173","1172"
"중랑구","1470.중화동 우리은행 앞","202408","1341","1563"
"중랑구","1471.동양쇼핑 정류소 앞","202408","1981","2328"
"중랑구","1472.영성빌딩(PAT)","202408","962","1162"
"중랑구","1473.중랑역 1번 출구(중화문화복지센터)","202408","1129","1243"
"중랑구","1474.서울중랑우체국","202408","702","720"
"중랑구","1477.면목삼익아파트 앞","202408","245","258"
"중랑구","1478.홈플러스 상봉점 앞","202408","1781","1794"
"마포구","121. 마포소방서 앞","202408","914","917"
"서대문구","173. 서대문역 8번출구 앞","202408","313","308"
"중랑구","1479.면목 홈플러스 2 ","202408","522","549"
"중랑구","1480. 용마지구대 B","202408","720","774"
"광진구","3563.구의7단지현대아파트","202408","318","311"
"광진구","3564.나루마당","202408","176","91"
"광진구","3566.우성4차아파트","202408","2347","2326"
"광진구","3569.건대병원후문","202408","4483","4592"
"광진구","3570.구의역 리버비스타 오피스텔","202408","3981","4057"
"서대문구","175. 홍연2교옆","202408","1189","1173"
"광진구","3571.화양 APT(횡단보도 옆)","202408","4583","4594"
"광진구","3575. 자양사거리(서원빌딩)","202408","4235","4220"
"광진구","3579.광진 캠퍼스시티","202408","2884","2896"
"서대문구","179. 가좌역 4번출구 앞","202408","2071","2121"
"광진구","3582.화양동 우체국","202408","3467","3316"
"광진구","3586.군자역 비채온 오피스텔","202408","2047","2018"
"성동구","3544.한양대역 3번 출구","202408","1427","1299"
"성동구","3545.한양대역 1번출구","202408","601","566"
"성동구","3547.상왕십리역 6번 출입구","202408","1014","572"
"서대문구","180. 충정로역 7번출구 아래","202408","536","372"
"성동구","3548.뚝섬역 6번출구","202408","2465","2279"
"성동구","3549.건영아파트 앞","202408","2295","2251"
"성동구","3550.금호나들목","202408","1587","1803"
"성동구","3551.성동도로사업소","202408","805","886"
"성동구","3552.서울숲 공영주차장앞","202408","518","419"
"성동구","3553.마장역3번출구","202408","694","742"
"성동구","3555.양지사거리(센트라스APT 115동앞)","202408","323","210"
"성동구","3556.신금호파크자이APT앞","202408","563","57"
"성동구","3557.서울숲리버뷰자이APT105동 앞","202408","609","582"
"성동구","518. 청계천 박물관 앞","202408","854","848"
"성동구","3558.마장동 금호어울림APT앞","202408","1011","665"
"성동구","3559.성동구민종합체육센터 앞","202408","2945","2981"
"성동구","3560.성동구 견인차량 보관소 앞","202408","2027","1982"
"성동구","3561.행당동 삼부APT후문","202408","399","228"
"성동구","519. 양지사거리","202408","1086","911"
"동작구","2077.노들역 3번출구","202408","1150","1437"
"동작구","2078.흑석 아크로리버하임(103동)","202408","167","45"
"동작구","2079.중앙대학교 중앙광장","202408","238","233"
"동작구","2080. 대방지하보도(대방동경남아너스빌아파트)","202408","1623","1686"
"동작구","2082.7호선 이수역7번출구","202408","1143","1140"
"동작구","2083.흑석롯데캐슬에듀포레(107동)","202408","508","464"
"동작구","2084.e편한세상 상도노빌리티 앞","202408","746","614"
"동작구","2085.강남중학교 앞","202408","1327","1207"
"동작구","2086.삼일수영장 앞","202408","1371","1126"
"성동구","520. 상왕십리역 4번 출구 앞","202408","1420","1167"
"동작구","2088.상도중앙하이츠빌 입구","202408","372","306"
"동작구","2089.사당역10번출구(금강빌딩)","202408","1252","1362"
"동작구","2090.기아자동차 사당점 앞","202408","1303","1348"
"동작구","2091. 이수역9번출구","202408","1286","1368"
"동작구","2092.흑석한강푸르지오(110동)","202408","298","31"
"동작구","2093.상도SH빌아파트 입구","202408","184","22"
"동작구","2094.숭실대학교(중문) ","202408","315","50"
"동작구","2095.경문고등학교 앞","202408","1015","1276"
"동작구","2096.서울특별시 동작관악교육지원청","202408","85","12"
"성동구","521. 왕십리역 11번 출구 앞","202408","706","707"
"관악구","2186. 낙성대입구삼거리","202408","571","527"
"관악구","2187. 현대시장사거리","202408","1469","1053"
"관악구","2189. 봉천역 4번출구","202408","1504","1575"
"관악구","2190.도원맨션","202408","560","538"
"관악구","2191.대학동주민센터 ","202408","932","941"
"관악구","2195.은천교회","202408","1148","1125"
"성동구","522. 금호역 1번출구 앞","202408","391","385"
"관악구","2196. 봉천역 3번출구","202408","746","743"
"관악구","2198.사랑의병원","202408","969","940"
"관악구","2199.신봉천주유소 A","202408","147","128"
"성동구","523. 옥수동성당 옆","202408","186","41"
"관악구","3310.영락고등학교","202408","416","103"
"관악구","3311.서울대입구역 4번 출구","202408","1175","1167"
"양천구","794.양천문화회관","202408","3531","3514"
"양천구","795.양천 해누리타운","202408","4321","4331"
"양천구","796.목동아파트 14단지 B상가 앞","202408","2700","2804"
"양천구","797.목동아파트 1422동 1434동 사잇길","202408","4949","4986"
"마포구","122. 신성기사식당 앞","202408","985","964"
"성동구","524. 래미안금호하이리버 아파트 102동 옆","202408","396","366"
"강북구","1571.북서울 꿈의 숲 입구","202408","512","490"
"강북구","1572. 우이동 먹거리마을","202408","169","131"
"강북구","1573.현대성우아파트 옆","202408","245","158"
"서초구","2539.대한무역투자진흥공사 KOTRA 앞","202408","1314","1325"
"강북구","1574.송중초등학교 옆","202408","604","703"
"성북구","1382.래미안월곡아파트 입구","202408","1263","1251"
"광진구","3587.우성식품 앞","202408","1815","1844"
"광진구","3588.세종대학교(영실관)","202408","774","775"
"송파구","2658.가락몰 업무동","202408","1454","1434"
"성동구","525. 한양대병원사거리","202408","1758","1382"
"송파구","2659.서울친환경유통센터","202408","225","221"
"강서구","2744.강서세무서 앞","202408","4559","4530"
"강서구","2745.수명초등학교","202408","2487","2350"
"서초구","2547. 반포래미안 리오센트","202408","1089","1201"
"서초구","2548.반포1동 자율방범초소 옆","202408","432","290"
"서초구","2549.LH 서초 4단지 403동","202408","613","621"
"서초구","2550.양재동 꽃시장 건너편","202408","794","922"
"강서구","2746.수명산파크 4단지 411동 앞","202408","2162","2084"
"성동구","526. 용답토속공원 앞","202408","959","1107"
"성동구","3600.사근빗물펌프장 건너편","202408","2871","3052"
"중구","3013.서울지방고용노동청 앞","202408","1860","1860"
"강동구","3652. 한영외국어고등학교","202408","435","433"
"은평구","4652. 신사두산위브2차아파트 앞","202408","1408","1346"
"종로구","4711. 올림픽기념 국민생활관 로터리","202408","1965","1964"
"관악구","3802. 관악구민체육센터","202408","855","847"
"성동구","529. 장한평역 8번 출구 앞","202408","5052","5035"
"중구","4760. 서울역 7번출구","202408","133","136"
"중구","4765. 동대문디자인플라자","202408","2024","1885"
"중구","4766. 서소문성지역사박물관","202408","477","451"
"중구","4781. 브라운스위트레지던스","202408","326","315"
"중구","4782. 서소문역사공원","202408","139","126"
"구로구","3906. 천왕차량사업소 입구","202408","725","1086"
"용산구","4602. 숙명여대앞 버스정류소 주변","202408","329","98"
"용산구","4604. 원효로다목적체육관 앞","202408","638","741"
"용산구","4605. 노들섬 다목적홀(동쪽) 숲, 앞","202408","475","473"
"용산구","4607. 국립중앙박물관 -용산가족공원 앞","202408","316","286"
"성동구","530. 청계벽산아파트 앞","202408","1713","1959"
"용산구","4608. 국립중앙박물관 정문 앞","202408","181","121"
"용산구","4609. 파크타워 104동 앞","202408","344","364"
"용산구","4610. 한남나인원 105동 앞","202408","349","351"
"용산구","4611. 국제루터교회 앞","202408","164","143"
"용산구","4612. 한남 준 J,FSS 앞","202408","92","84"
"용산구","4613. 서울갤러리아 앞","202408","169","131"
"용산구","4615. 크라운호텔앞 버스정류소","202408","721","713"
"용산구","4616. 신용산지하차도 앞","202408","713","719"
"용산구","4617. 동원베네스트 건너편","202408","208","193"
"용산구","4618. 풍전아파트 건너편","202408","840","982"
"성동구","533. 금남시장 교차로","202408","467","695"
"용산구","4619. 한강트럼프월드3차 앞","202408","1257","1271"
"용산구","4620. 삼각지역 14번 출구 앞(교통섬)","202408","1298","1330"
"용산구","4622. 한강중학교 앞 버스정류장","202408","348","342"
"용산구","4623. 라인프랜즈이태원점 앞","202408","143","95"
"용산구","4627. 효창공원앞역 5번출구 옆","202408","435","420"
"용산구","4629. 한강초교보도육교 앞","202408","1124","1178"
"강북구","3703. 삼양입구사거리","202408","358","369"
"강북구","3707. 드래곤타워 앞","202408","1125","1159"
"성동구","534. 금호사거리","202408","341","346"
"강북구","3714. 송천센트레빌","202408","247","164"
"구로구","3902. 항동지구5단지 501동 앞","202408","326","353"
"구로구","3903. 현대아파트 앞","202408","719","698"
"구로구","3904. 테크노마트 앞","202408","2911","2908"
"구로구","3905. 희훈타워빌 앞","202408","2447","2421"
"성동구","4353. 코오롱디지털타워 3차앞","202408","1782","1789"
"성동구","4360. 르노삼성자동차 성수사업소 앞","202408","1228","1218"
"성동구","4362. 행당중학교 후문","202408","557","563"
"용산구","4625. 용산공원갤러리앞","202408","366","364"
"성동구","535. 응봉삼거리","202408","819","445"
"은평구","4653. 불광역 9번 출구 맞은편","202408","759","832"
"종로구","4708. 조계사앞사거리","202408","1765","1735"
"종로구","4710. 자교교회 앞","202408","1375","1433"
"강남구","3602. 한국지역난방공사강남지사","202408","500","517"
"강서구","3753. 공항중학교 버스정류장","202408","686","620"
"강서구","3756. 마곡힐스테이트 정문","202408","2500","2338"
"강서구","3761. 나이아가라관광호텔","202408","810","907"
"강서구","3763. 등촌태영아파트","202408","1282","1485"
"성동구","536. 행당역 2번출구 앞","202408","751","828"
"강서구","3765. 문소빌딩","202408","804","758"
"강서구","3767. 대원빌딩","202408","2506","2433"
"강서구","3772. 길성그랑프리텔아파트","202408","3563","3559"
"강서구","3775. 가양오토갤러리","202408","1505","1578"
"강서구","3776. 김포공항사거리","202408","657","737"
"강서구","3778. 김포공항입구 교차로","202408","2006","1890"
"강서구","3780. 등촌서광아파트","202408","5289","5199"
"강서구","3781. 강서아동복지센터","202408","111","179"
"강서구","3782. 겸재정선미술관","202408","2243","2189"
"성동구","537. 한양대후문역 부근","202408","1311","1304"
"강서구","3783. 마곡금호어울림아파트","202408","1846","1797"
"강서구","3784. 벽산아파트","202408","3252","3196"
"강서구","3787. 가양나들목","202408","746","793"
"강서구","3789. 염창나들목","202408","3215","3510"
"동대문구","4102. 휘경1동주민센터 앞","202408","1045","1090"
"동대문구","4103. 휘경sk뷰아파트 앞","202408","447","489"
"동대문구","4104. 외대앞역 교차로","202408","1212","1219"
"동대문구","4105. 서울교통공사사거리 교통섬","202408","991","945"
"서대문구","123. 문화촌 공원","202408","1983","1988"
"성동구","538. 답십리역 8번출구 앞","202408","446","618"
"동대문구","4107. 장안동근린공원 입구","202408","821","880"
"동대문구","4108. 답십리파크자이아파트 앞","202408","3764","3992"
"동대문구","4110. 용두롯데캐슬리치아파트 앞","202408","1582","1571"
"동대문구","4113. 한국국방연구원 앞","202408","1340","1416"
"동대문구","4116. 이문e편한세상아파트 앞","202408","905","1124"
"동대문구","4117. 휘경119안전센터 앞","202408","865","895"
"동대문구","4121. 서울문화재단 앞","202408","1845","1907"
"동대문구","4122. 청계9가교차로 앞","202408","2738","3179"
"동대문구","4123. 배봉초교 교차로","202408","1022","1124"
"성동구","550. 서울시설공단 앞","202408","1640","1784"
"종로구","4703. 쌍용아파트2단지 정문","202408","395","20"
"종로구","4707. 청계3가 사거리","202408","1408","1376"
"중구","4753. 시청역 10번출구","202408","580","555"
"중구","4761. 중부경찰서앞사거리 건너편","202408","452","411"
"중구","4762. 국제빌딩","202408","771","651"
"중구","4768. 서울도시건축전시관","202408","1207","1139"
"중구","4772. 중앙일보","202408","131","121"
"광진구","539. 군자교교차로","202408","1800","1799"
"중구","4774. 을지로입구역 8번출구","202408","637","634"
"중구","4775. 을지로지하쇼핑센터","202408","602","568"
"중구","4776. 신세계면세점","202408","381","367"
"중구","4784. 중부경찰서앞 사거리","202408","583","575"
"중구","4785. 롯데시티호텔","202408","549","530"
"중구","4791. 명동역9번 출구","202408","1217","1198"
"마포구","4202. 프런트원(공덕역4번출구 앞)","202408","937","1043"
"광진구","540. 군자역 7번출구 베스트샵 앞","202408","2748","2752"
"마포구","4206. 광흥창역5번출구","202408","660","655"
"마포구","4207. 아만티호텔 앞","202408","722","723"
"마포구","4208. 스타벅스(동교동) 앞","202408","1055","1055"
"마포구","4210. 가좌행복주택 앞","202408","1337","1319"
"마포구","4211. 시석빌딩 앞","202408","1137","1133"
"마포구","4212. 한화오벨리스크 앞","202408","980","917"
"마포구","4213. 마포구중앙도서관 정문 앞","202408","2788","2719"
"마포구","4214. JTBC 앞","202408","1354","1380"
"강서구","3760. 발산역 8번 출구","202408","2701","2689"
"강서구","3766. 강서문화센터","202408","321","237"
"광진구","542. 강변역 4번출구 뒤","202408","1914","1909"
"광진구","3853. 어린이대공원역 2번출구","202408","1795","1318"
"광진구","3860. 건국대학교 정문 앞","202408","1522","1459"
"광진구","3863. 동일로58길 입구","202408","1017","887"
"광진구","3864. 광진소방서 앞","202408","1674","1554"
"광진구","3865. 이튼타워리버 2차","202408","2110","2113"
"광진구","3868. 자양한강도서관","202408","3195","3157"
"광진구","3873. 동서울우편집중국 앞","202408","1418","1412"
"광진구","3878. 장로회신학대학교 주기철 기념관","202408","27","27"
"도봉구","4076. 도봉통합복지센터 뒤 중랑천 변","202408","2526","2760"
"광진구","543. 구의공원(테크노마트 앞)","202408","2855","2900"
"강서구","3769. 증미역 2번출구","202408","2881","3105"
"강서구","3792. 화곡본동시장 입구","202408","908","860"
"강서구","3793. 더리브골드타워","202408","1214","1274"
"강서구","3794. 안양천합수부(현대3차아파트)","202408","2036","2029"
"강서구","3796. 송정역 3번출구 앞","202408","2078","1776"
"강서구","3797. 마곡수명산파크7단지 710동 앞","202408","590","547"
"강서구","3798. 그랜드아이파크아파트 앞","202408","6517","6536"
"강서구","3786. 강서힐스테이트 상가 앞","202408","1199","869"
"구로구","3907. 신도림7차e편한세상아파트 806동 앞","202408","1394","1314"
"광진구","544. 광남중학교","202408","1048","1112"
"동대문구","4114. 휘경여중고삼거리","202408","1555","1757"
"서대문구","4253. 홍은도담도서관","202408","611","606"
"서초구","4319. 삼성전자R&D어린이집 뒤","202408","250","216"
"영등포구","4556. 리버뷰신안인스빌1차 후문","202408","1987","2135"
"영등포구","4557. 리버뷰신안인스빌2차 후문","202408","1904","1806"
"종로구","4705. 웰니스센터(민방위교육장 앞)","202408","1321","1316"
"강동구","3653. 강동리버스트4단지아파트 404동 앞","202408","428","481"
"강동구","3654. 강동리버스트4단지아파트 405동 앞","202408","457","533"
"강서구","3759. 이대서울병원","202408","2356","2354"
"광진구","546. 잠실대교북단 교차로","202408","2803","2806"
"서초구","4320. 비석공원","202408","901","967"
"송파구","4452. 삼성SDS","202408","3637","3835"
"송파구","4453. 위례중앙푸르지오 201동 앞","202408","1792","1782"
"송파구","4457. 아산병원 기숙사 부근","202408","4099","4703"
"송파구","4458. 가락2동주민센터 인근","202408","617","614"
"송파구","4460. 올림픽훼미리아파트 112동 앞","202408","1374","1383"
"송파구","4461. 한양3차아파트 3동 앞","202408","274","272"
"송파구","4462. 가락중학교 앞","202408","641","633"
"송파구","4463. 방이역 2번 출구","202408","876","875"
"광진구","548. 자양나들목","202408","1947","2009"
"송파구","4464. 올림픽공원 북2문 A","202408","1412","1396"
"송파구","4465. 건영아파트앞 사거리","202408","2017","2014"
"송파구","4468. 가락1동주민센터 ","202408","1435","1408"
"송파구","4469. 거여동 어울림아파트  102동앞","202408","515","514"
"송파구","4472. 송파파크데일 1단지 115동 건너편","202408","471","477"
"송파구","4473. 마천금호어울림 1차 102동앞","202408","228","229"
"송파구","4474. 가락현대 1차 11동 앞","202408","571","453"
"송파구","4475. 송파파인타운 4단지 403동","202408","550","525"
"송파구","4478. 문정근린공원2","202408","1669","1652"
"광진구","549. 아차산역 3번출구","202408","3101","3031"
"송파구","4479. 문정중학교","202408","147","143"
"송파구","4480. 가락시장 남1문 사거리","202408","717","695"
"송파구","4481. 올림픽공원 북2문 B","202408","2264","2253"
"송파구","4483. 잠실나들목4","202408","1776","1805"
"송파구","4484. 잠실나루역4번출구뒤","202408","2239","2240"
"송파구","4485. 잠실나루역 고가하부","202408","771","641"
"송파구","4486. 홈플러스 잠실점","202408","2779","2778"
"송파구","4488. 문현중,고등학교 사이","202408","275","269"
"송파구","4490. 송파파인타운 10단지 1005동","202408","464","419"
"송파구","4491. 장지역 1번출구","202408","1729","1728"
"마포구","124. 서강대 정문 건너편","202408","1194","1007"
"동대문구","600. 휘경2동 주민센터","202408","373","336"
"송파구","4493. 마천사거리 2","202408","416","449"
"송파구","4496. 잠실 파크리오 120동 앞","202408","1915","1914"
"송파구","4497. 아시아선수촌아파트 교차로","202408","2027","2114"
"송파구","4499. 세양청마루 101동 앞","202408","746","433"
"송파구","4852. 서울복합물류 게이트 1","202408","2042","2078"
"송파구","4854. 가락시장역 2번 출구","202408","1326","1327"
"송파구","4855. 거여5단지 503동 앞","202408","829","807"
"송파구","4856. 올림픽공원 서1문 앞","202408","1537","1539"
"송파구","4859. 잠실나루 나들목","202408","1914","1917"
"동대문구","601. 용신동주민센터","202408","701","776"
"강북구","3718. 번동3단지 버스정류장","202408","1119","1274"
"강서구","3754. 신방화역 8번출구","202408","2224","2088"
"강서구","3764. 관문주유소(GS칼택스) 앞","202408","1925","1925"
"관악구","3803. 남서울중학교","202408","1130","1080"
"관악구","3804. 낙성대공원","202408","190","140"
"관악구","3806. 낙성대 교수아파트","202408","258","93"
"관악구","3807. 관악우체국 교차로","202408","577","591"
"관악구","3810. 신봉천주유소 B","202408","245","224"
"송파구","4454. 위례 포레샤인 1809동 부근","202408","373","136"
"동대문구","602. 장안동 사거리","202408","4476","5008"
"송파구","4857. 올림픽공원 장미광장","202408","603","580"
"종로구","4709. 천지인 오피스텔 앞","202408","61","56"
"종로구","4713. 현대 뜨레비앙 아파트 앞","202408","1519","1515"
"중구","4752. 삼성사이버빌리지아파트","202408","436","286"
"중구","4792. 퇴계로4가 교차로(중구청)","202408","1576","1571"
"중구","4793. 동대문역사문화공원역 5번출구","202408","1161","1129"
"강서구","3799. 국립항공박물관","202408","653","645"
"중랑구","4802. 새우개마을","202408","235","233"
"중랑구","4803. 상봉2동 주민센터 앞","202408","1287","1281"
"중랑구","4804. 동서울농협 앞","202408","1667","1716"
"중랑구","4807. 라코지스테이 앞","202408","579","552"
"중랑구","4808. 신내2동 주민센터 앞","202408","756","713"
"중랑구","4809. 동성1,2차 아파트 앞","202408","1239","982"
"중랑구","4811. 한양수자인아파트 앞","202408","701","260"
"중랑구","4812. 묵동 이마트 앞","202408","1763","1821"
"중랑구","4813. 망우지구대","202408","1990","2003"
"금천구","3956. 대륭테크노타운21차 앞","202408","854","814"
"금천구","3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편","202408","418","462"
"금천구","3959. 시흥사거리(시흥동 994-3 앞)","202408","806","939"
"금천구","3963. 에이스 하드웨어(시흥대로 396) 앞","202408","1104","1151"
"금천구","3966. 독산역1번출구 B","202408","2725","2920"
"영등포구","4579. 국회의사당 본관","202408","479","412"
"영등포구","4580. 국회제2의원회관","202408","505","503"
"영등포구","4581. 국회소통관","202408","594","592"
"영등포구","4582. 국회도서관","202408","723","707"
"영등포구","4583. 의정관","202408","254","248"
"영등포구","4584. 국회2문","202408","228","221"
"동작구","4152. 상도효성해링턴플레이스","202408","498","413"
"동대문구","605. 신설동역8번출구","202408","1676","1705"
"동작구","4153. 흑석동효사정앞","202408","334","139"
"동작구","4158. 노량진근린공원","202408","207","84"
"동작구","4162. 노량진1동 청소년독서실","202408","445","68"
"동작구","4167. 구로교 아래","202408","1709","1276"
